record_id,item_name,item_category,product_weight_g,recommended_pouch_type,material_type,width_cm,height_cm,gusset_cm,thickness_micron,printing_type,zip_lock,food_grade,barrier_level,shelf_life_months,quantity,film_weight_g_per_pouch,material_rate_per_kg_inr,printing_cost_per_pouch_inr,making_cost_per_pouch_inr,wastage_percent,margin_percent,actual_cost_per_pouch_inr,description_for_semantic_search
622,Protein Powder,nutrition,300,flat bottom,PET+ALU+PE,18.6,31.9,7.7,110,full color,no,yes,high,18,25000,154.05,272.46,1.39,1.42,6,10,52.22,300g protein powder flat bottom pouch PET+ALU+PE 110 micron full color printing without zip lock high barrier suitable for nutrition
623,Chilli Powder,dry food,100,stand-up,PET+PE,16.4,21.6,4.7,100,full color,no,yes,medium,12,10000,77.28,133.65,1.37,1.18,4,15,15.4,100g chilli powder stand-up pouch PET+PE 100 micron full color printing without zip lock medium barrier suitable for dry food
624,Pulses,dry food,500,stand-up,PET+PE,18.5,30.0,5.9,75,full color,no,yes,medium,18,2000,88.98,178.4,1.37,4.98,5,10,25.67,500g pulses stand-up pouch PET+PE 75 micron full color printing without zip lock medium barrier suitable for dry food
625,Whey Protein,nutrition,600,flat bottom,PET+ALU+PE,23.3,33.5,8.6,150,2 color,no,yes,high,18,50000,269.75,232.76,0.79,1.12,4,15,77.38,600g whey protein flat bottom pouch PET+ALU+PE 150 micron 2 color printing without zip lock high barrier suitable for nutrition
626,Fertilizer,agri,1000,side gusset,LDPE,41.3,54.1,15.4,90,2 color,no,no,low,24,25000,462.46,107.43,0.8,6.11,6,20,71.99,1000g fertilizer side gusset pouch LDPE 90 micron 2 color printing without zip lock low barrier suitable for agri
627,Tea Leaves,dry food,250,stand-up,PET+PE,16.7,26.6,5.7,125,none,yes,yes,medium,18,2000,123.55,165.3,0.03,7.97,6,8,32.54,250g tea leaves stand-up pouch PET+PE 125 micron none printing with zip lock medium barrier suitable for dry food
628,Pasta,dry food,550,stand-up,BOPP+CPP,21.5,30.2,6.0,80,none,no,yes,low,18,2000,107.8,107.42,0,7.05,4,21,23.44,550g pasta stand-up pouch BOPP+CPP 80 micron none printing without zip lock low barrier suitable for dry food
629,Almonds,premium food,200,stand-up,PET+ALU+PE,18.2,28.7,5.7,130,none,no,yes,high,18,2000,145.25,257.48,0,6.33,8,9,51.48,200g almonds stand-up pouch PET+ALU+PE 130 micron none printing without zip lock high barrier suitable for premium food
630,Salt,dry food,1000,3-side seal,PET+PE,21.4,31.9,0,75,none,yes,yes,low,24,1000,70.02,171.85,0,1.38,9,19,17.4,1000g salt 3-side seal pouch PET+PE 75 micron none printing with zip lock low barrier suitable for dry food
631,Tea Leaves,dry food,100,3-side seal,PET+PE,11.9,17.8,0,125,none,yes,yes,medium,12,500,38.67,162.81,0.19,3.14,8,19,12.37,100g tea leaves 3-side seal pouch PET+PE 125 micron none printing with zip lock medium barrier suitable for dry food
632,Dry Fruits,premium food,100,stand-up,PET+ALU+PE,14.1,20.2,5.1,110,2 color,no,yes,high,12,1000,74.71,269.24,0.93,1.47,5,10,26.0,100g dry fruits stand-up pouch PET+ALU+PE 110 micron 2 color printing without zip lock high barrier suitable for premium food
633,Fertilizer Sample,agri,2000,side gusset,PET+PE,38.8,56.4,14.7,125,full color,no,no,medium,18,10000,619.43,162.36,1.49,1.91,5,15,125.54,2000g fertilizer sample side gusset pouch PET+PE 125 micron full color printing without zip lock medium barrier suitable for agri
634,Seeds,agri,100,3-side seal,BOPP+CPP,12.7,17.7,0,100,1 color,no,no,low,18,25000,32.86,139.93,0.65,4.49,6,15,11.87,100g seeds 3-side seal pouch BOPP+CPP 100 micron 1 color printing without zip lock low barrier suitable for agri
635,BCAA Powder,nutrition,350,stand-up,PET+ALU+PE,19.3,30.4,5.6,150,full color,no,yes,high,18,2000,182.08,259.07,1.33,1.09,5,15,59.88,350g bcaa powder stand-up pouch PET+ALU+PE 150 micron full color printing without zip lock high barrier suitable for nutrition
636,Sauce Powder,dry food,100,3-side seal,PET+ALU+PE,12.4,16.9,0,110,full color,no,yes,high,18,1000,33.93,246.16,1.33,7.33,6,12,20.2,100g sauce powder 3-side seal pouch PET+ALU+PE 110 micron full color printing without zip lock high barrier suitable for dry food
637,Ground Coffee,dry food,500,stand-up,PET+ALU+PE,20.6,29.2,5.7,110,full color,yes,yes,high,18,500,137.06,269.59,1.48,4.5,7,14,52.37,500g ground coffee stand-up pouch PET+ALU+PE 110 micron full color printing with zip lock high barrier suitable for dry food
638,Chips,snack,50,center seal,BOPP+CPP,8.8,16.6,0,100,2 color,yes,yes,low,6,1000,21.56,146.12,0.75,6.13,6,10,11.7,50g chips center seal pouch BOPP+CPP 100 micron 2 color printing with zip lock low barrier suitable for snack
639,Dry Fruits,premium food,100,stand-up,PET+ALU+PE,16.0,20.2,4.9,110,2 color,yes,yes,high,12,100000,80.75,288.16,0.88,6.62,5,22,39.41,100g dry fruits stand-up pouch PET+ALU+PE 110 micron 2 color printing with zip lock high barrier suitable for premium food
640,Capsules,pharma,50,3-side seal,PET+ALU+PE,9.1,12.3,0,110,2 color,no,no,high,24,1000,19.14,259.04,0.76,3.64,3,10,10.6,50g capsules 3-side seal pouch PET+ALU+PE 110 micron 2 color printing without zip lock high barrier suitable for pharma
641,Green Tea,dry food,100,stand-up,PET+ALU+PE,14.9,21.6,5.2,150,full color,yes,yes,high,18,25000,112.31,282.16,1.49,5.66,9,12,47.42,100g green tea stand-up pouch PET+ALU+PE 150 micron full color printing with zip lock high barrier suitable for dry food
642,Mixed Nuts,premium food,250,stand-up,PET+ALU+PE,16.9,26.8,6.3,110,1 color,no,yes,high,12,5000,115.16,263.3,0.44,2.54,9,18,42.83,250g mixed nuts stand-up pouch PET+ALU+PE 110 micron 1 color printing without zip lock high barrier suitable for premium food
643,Popcorn,snack,100,center seal,PET+PE,10.8,19.1,0,90,1 color,yes,yes,medium,6,500,26.85,135.82,0.67,6.12,6,15,12.72,100g popcorn center seal pouch PET+PE 90 micron 1 color printing with zip lock medium barrier suitable for snack
644,Namkeen,snack,250,center seal,PET+PE,16.1,22.3,0,75,1 color,yes,yes,medium,6,50000,38.19,132.55,0.4,5.34,8,14,13.3,250g namkeen center seal pouch PET+PE 75 micron 1 color printing with zip lock medium barrier suitable for snack
645,Coffee Beans,dry food,300,stand-up,PET+ALU+PE,18.7,28.4,6.1,150,2 color,yes,yes,high,24,50000,174.37,263.75,0.93,5.2,8,22,68.67,300g coffee beans stand-up pouch PET+ALU+PE 150 micron 2 color printing with zip lock high barrier suitable for dry food
646,Toffee,confectionery,250,stand-up,BOPP+CPP,18.6,28.1,5.9,65,2 color,no,yes,low,12,10000,73.65,153.57,0.88,4.21,6,17,20.34,250g toffee stand-up pouch BOPP+CPP 65 micron 2 color printing without zip lock low barrier suitable for confectionery
647,Protein Powder,nutrition,1200,flat bottom,PET+ALU+PE,21.8,31.7,8.7,130,1 color,yes,yes,high,18,100000,215.1,240.89,0.47,7.35,5,22,76.39,1200g protein powder flat bottom pouch PET+ALU+PE 130 micron 1 color printing with zip lock high barrier suitable for nutrition
648,Dry Fruits,premium food,600,stand-up,PET+ALU+PE,18.9,29.2,6.2,150,full color,no,yes,high,12,25000,180.72,291.64,1.44,6.88,7,11,72.48,600g dry fruits stand-up pouch PET+ALU+PE 150 micron full color printing without zip lock high barrier suitable for premium food
649,Crackers,snack,150,3-side seal,BOPP+CPP,12.5,14.5,0,50,1 color,yes,yes,low,6,100000,13.67,106.05,0.52,7.96,5,11,11.57,150g crackers 3-side seal pouch BOPP+CPP 50 micron 1 color printing with zip lock low barrier suitable for snack
650,Pancake Mix,bakery,500,stand-up,PET+PE,21.5,29.4,5.8,75,1 color,yes,yes,medium,12,500,97.77,170.34,0.5,1.62,4,9,21.28,500g pancake mix stand-up pouch PET+PE 75 micron 1 color printing with zip lock medium barrier suitable for bakery
651,Namkeen,snack,300,center seal,PET+PE,15.0,24.0,0,90,2 color,no,yes,medium,6,10000,45.56,174.82,1.01,7.09,7,18,20.28,300g namkeen center seal pouch PET+PE 90 micron 2 color printing without zip lock medium barrier suitable for snack
652,Bread Mix,bakery,450,stand-up,PET+PE,21.3,29.8,6.0,75,none,no,yes,medium,12,1000,99.3,171.18,0,1.56,8,9,21.85,450g bread mix stand-up pouch PET+PE 75 micron none printing without zip lock medium barrier suitable for bakery
653,Spices,dry food,50,3-side seal,PET+PE,11.2,12.6,0,90,2 color,no,yes,medium,12,100000,19.66,166.63,0.78,5.46,5,21,12.09,50g spices 3-side seal pouch PET+PE 90 micron 2 color printing without zip lock medium barrier suitable for dry food
654,Rice,dry food,1000,stand-up,PET+PE,23.0,31.8,6.9,75,none,yes,yes,medium,18,100000,116.89,147.07,0.05,1.41,5,19,23.3,1000g rice stand-up pouch PET+PE 75 micron none printing with zip lock medium barrier suitable for dry food
655,Chocolate,confectionery,50,3-side seal,PET+ALU+PE,9.6,14.7,0,150,1 color,no,yes,high,12,50000,31.86,290.85,0.44,3.89,6,22,17.58,50g chocolate 3-side seal pouch PET+ALU+PE 150 micron 1 color printing without zip lock high barrier suitable for confectionery
656,Chickpeas,dry food,550,stand-up,PET+PE,21.3,29.8,6.3,100,none,yes,yes,medium,18,25000,134.9,150.08,0.13,3.93,6,20,30.92,550g chickpeas stand-up pouch PET+PE 100 micron none printing with zip lock medium barrier suitable for dry food
657,Fertilizer,agri,1950,side gusset,PET+PE,41.2,53.2,15.1,90,2 color,no,no,medium,24,50000,451.6,150.1,0.95,4.79,5,19,91.87,1950g fertilizer side gusset pouch PET+PE 90 micron 2 color printing without zip lock medium barrier suitable for agri
658,Spices,dry food,100,stand-up,PET+PE,16.2,20.0,4.8,100,1 color,no,yes,medium,18,100000,72.98,162.19,0.67,5.3,7,18,22.48,100g spices stand-up pouch PET+PE 100 micron 1 color printing without zip lock medium barrier suitable for dry food
659,Rice,dry food,1050,stand-up,PET+PE,23.2,33.1,6.9,100,1 color,no,yes,medium,18,1000,161.79,131.85,0.5,6.02,8,22,36.7,1050g rice stand-up pouch PET+PE 100 micron 1 color printing without zip lock medium barrier suitable for dry food
660,Cashews,premium food,250,stand-up,PET+ALU+PE,17.1,28.0,5.8,130,2 color,no,yes,high,18,2000,136.94,222.11,1.02,4.69,5,11,42.1,250g cashews stand-up pouch PET+ALU+PE 130 micron 2 color printing without zip lock high barrier suitable for premium food
661,Protein Powder,nutrition,500,flat bottom,PET+ALU+PE,23.5,30.4,8.6,150,2 color,yes,yes,high,18,25000,252.79,231.14,0.98,7.58,6,12,79.53,500g protein powder flat bottom pouch PET+ALU+PE 150 micron 2 color printing with zip lock high barrier suitable for nutrition
662,Oats,dry food,600,stand-up,PET+PE,19.9,31.9,6.3,75,1 color,yes,yes,medium,12,10000,101.2,163.35,0.64,4.92,4,19,27.34,600g oats stand-up pouch PET+PE 75 micron 1 color printing with zip lock medium barrier suitable for dry food
663,Turmeric Powder,dry food,100,stand-up,PET+PE,15.1,21.0,4.8,125,1 color,no,yes,medium,18,25000,89.55,152.72,0.44,3.86,6,9,20.77,100g turmeric powder stand-up pouch PET+PE 125 micron 1 color printing without zip lock medium barrier suitable for dry food
664,Pet Food,pet,950,stand-up,PET+PE,21.8,30.5,6.7,75,none,no,no,medium,18,25000,107.41,163.84,0.02,4.82,9,14,27.88,950g pet food stand-up pouch PET+PE 75 micron none printing without zip lock medium barrier suitable for pet
665,Rajma,dry food,500,stand-up,PET+PE,20.4,32.0,6.2,125,full color,no,yes,medium,18,50000,171.24,171.19,1.24,1.72,8,15,40.09,500g rajma stand-up pouch PET+PE 125 micron full color printing without zip lock medium barrier suitable for dry food
666,Soup Powder,dry food,100,3-side seal,PET+ALU+PE,13.4,16.1,0,110,none,no,yes,high,18,100000,35.19,262.6,0.12,7.6,5,22,21.73,100g soup powder 3-side seal pouch PET+ALU+PE 110 micron none printing without zip lock high barrier suitable for dry food
667,Tea Leaves,dry food,200,stand-up,PET+PE,16.8,27.5,5.8,125,1 color,yes,yes,medium,18,10000,128.18,179.55,0.49,4.3,9,10,33.34,200g tea leaves stand-up pouch PET+PE 125 micron 1 color printing with zip lock medium barrier suitable for dry food
668,Fertilizer Sample,agri,1000,side gusset,PET+PE,38.6,56.6,15.4,125,1 color,yes,yes,medium,18,100000,632.81,130.1,0.56,1.29,3,14,98.84,1000g fertilizer sample side gusset pouch PET+PE 125 micron 1 color printing with zip lock medium barrier suitable for agri
669,Raisins,premium food,250,stand-up,PET+PE,18.2,29.6,6.3,100,full color,no,yes,medium,12,2000,119.13,168.1,1.35,4.12,6,18,31.89,250g raisins stand-up pouch PET+PE 100 micron full color printing without zip lock medium barrier suitable for premium food
670,Protein Powder,nutrition,1050,flat bottom,PET+ALU+PE,23.1,31.3,9.3,110,full color,yes,yes,high,18,50000,194.24,250.51,1.21,5.63,6,19,70.01,1050g protein powder flat bottom pouch PET+ALU+PE 110 micron full color printing with zip lock high barrier suitable for nutrition
671,Fungicide,agri,250,stand-up,NYLON+PE,19.1,28.8,6.1,80,2 color,no,no,high,24,1000,95.51,231.51,0.78,7.68,7,17,38.27,250g fungicide stand-up pouch NYLON+PE 80 micron 2 color printing without zip lock high barrier suitable for agri
672,Coffee Powder,dry food,150,stand-up,PET+ALU+PE,15.8,22.0,4.5,110,1 color,no,yes,high,18,10000,82.34,290.81,0.47,5.88,7,15,37.28,150g coffee powder stand-up pouch PET+ALU+PE 110 micron 1 color printing without zip lock high barrier suitable for dry food
673,Chilli Powder,dry food,100,stand-up,PET+PE,15.9,22.4,4.9,75,none,yes,yes,medium,12,500,59.09,147.0,0,0.97,7,13,11.68,100g chilli powder stand-up pouch PET+PE 75 micron none printing with zip lock medium barrier suitable for dry food
674,Organic Seeds,agri,100,3-side seal,Kraft+PE,11.3,14.5,0,120,none,no,no,low,18,2000,29.66,124.27,0,6.33,4,12,11.67,100g organic seeds 3-side seal pouch Kraft+PE 120 micron none printing without zip lock low barrier suitable for agri
675,Almonds,premium food,250,stand-up,PET+ALU+PE,16.7,29.8,5.7,110,none,yes,yes,high,18,1000,118.58,248.8,0.02,3.13,6,21,41.88,250g almonds stand-up pouch PET+ALU+PE 110 micron none printing with zip lock high barrier suitable for premium food
676,Herbicide,agri,450,stand-up,NYLON+PE,19.1,31.0,6.1,80,full color,no,no,high,24,50000,101.05,255.95,1.28,3.09,7,14,36.88,450g herbicide stand-up pouch NYLON+PE 80 micron full color printing without zip lock high barrier suitable for agri
677,Seeds,agri,100,3-side seal,BOPP+CPP,12.0,15.6,0,50,1 color,no,no,low,18,500,13.95,116.15,0.69,5.66,4,20,9.95,100g seeds 3-side seal pouch BOPP+CPP 50 micron 1 color printing without zip lock low barrier suitable for agri
678,Fertilizer Sample,agri,1600,side gusset,LDPE,39.4,54.6,14.6,80,1 color,no,no,low,18,2000,389.88,104.93,0.7,6.43,7,14,58.6,1600g fertilizer sample side gusset pouch LDPE 80 micron 1 color printing without zip lock low barrier suitable for agri
679,Chocolate,confectionery,50,3-side seal,PET+ALU+PE,8.6,15.3,0,150,2 color,no,yes,high,12,2000,29.51,220.05,1.03,4.27,7,12,14.13,50g chocolate 3-side seal pouch PET+ALU+PE 150 micron 2 color printing without zip lock high barrier suitable for confectionery
680,Dish Soap,household,700,stand-up,LDPE,23.5,33.4,6.7,100,2 color,no,no,low,24,500,162.7,96.46,0.91,1.3,3,14,21.02,700g dish soap stand-up pouch LDPE 100 micron 2 color printing without zip lock low barrier suitable for household
681,Spices,dry food,50,3-side seal,PET+PE,11.0,14.9,0,75,2 color,no,yes,medium,12,5000,18.46,160.52,1.04,3.09,8,13,8.66,50g spices 3-side seal pouch PET+PE 75 micron 2 color printing without zip lock medium barrier suitable for dry food
682,Dog Treats,pet,400,stand-up,PET+PE,21.4,30.8,5.8,100,2 color,no,no,medium,12,25000,134.64,140.53,1.04,3.16,8,10,27.47,400g dog treats stand-up pouch PET+PE 100 micron 2 color printing without zip lock medium barrier suitable for pet
683,Rice,dry food,1200,stand-up,PET+PE,22.3,30.0,6.5,75,1 color,yes,yes,medium,18,100000,106.65,168.12,0.56,6.47,8,18,31.81,1200g rice stand-up pouch PET+PE 75 micron 1 color printing with zip lock medium barrier suitable for dry food
684,Tea Leaves,dry food,200,stand-up,PET+PE,19.2,29.3,5.9,75,none,yes,yes,medium,18,50000,89.89,171.37,0.01,2.08,9,20,22.88,200g tea leaves stand-up pouch PET+PE 75 micron none printing with zip lock medium barrier suitable for dry food
685,Pasta,dry food,700,stand-up,BOPP+CPP,20.9,31.5,6.7,50,none,yes,yes,low,18,500,71.07,145.51,0.1,5.91,4,9,18.54,700g pasta stand-up pouch BOPP+CPP 50 micron none printing with zip lock low barrier suitable for dry food
686,Pre-workout,nutrition,400,stand-up,PET+ALU+PE,20.9,28.9,6.5,130,2 color,yes,yes,high,18,100000,170.98,301.41,0.96,2.31,4,21,68.97,400g pre-workout stand-up pouch PET+ALU+PE 130 micron 2 color printing with zip lock high barrier suitable for nutrition
687,Cashews,premium food,450,stand-up,PET+ALU+PE,18.8,29.1,6.0,150,1 color,no,yes,high,18,2000,177.17,225.88,0.44,1.27,5,22,53.46,450g cashews stand-up pouch PET+ALU+PE 150 micron 1 color printing without zip lock high barrier suitable for premium food
688,Fertilizer,agri,2100,side gusset,PET+PE,41.1,55.9,14.8,90,none,no,no,medium,24,10000,463.48,164.03,0.16,0.81,6,18,96.3,2100g fertilizer side gusset pouch PET+PE 90 micron none printing without zip lock medium barrier suitable for agri
689,Bread Mix,bakery,700,stand-up,PET+PE,23.1,31.3,7.3,75,full color,yes,yes,medium,12,100000,118.56,154.78,1.36,1.11,8,11,24.96,700g bread mix stand-up pouch PET+PE 75 micron full color printing with zip lock medium barrier suitable for bakery
690,Chips,snack,50,center seal,BOPP+CPP,9.3,15.7,0,50,full color,yes,yes,low,6,50000,10.87,111.68,1.22,4.92,3,19,9.01,50g chips center seal pouch BOPP+CPP 50 micron full color printing with zip lock low barrier suitable for snack
691,Instant Coffee,dry food,100,3-side seal,PET+ALU+PE,13.4,15.7,0,110,none,no,yes,high,24,5000,34.45,234.8,0,5.31,3,8,14.9,100g instant coffee 3-side seal pouch PET+ALU+PE 110 micron none printing without zip lock high barrier suitable for dry food
692,Fertilizer Sample,agri,1550,side gusset,LDPE,40.9,55.4,15.1,100,2 color,no,no,low,18,10000,514.5,99.89,0.89,7.7,9,8,70.61,1550g fertilizer sample side gusset pouch LDPE 100 micron 2 color printing without zip lock low barrier suitable for agri
693,Multivitamins,pharma,100,stand-up,PET+ALU+PE,15.1,20.9,4.6,130,full color,no,no,high,24,1000,91.24,276.28,1.37,1.42,3,22,35.18,100g multivitamins stand-up pouch PET+ALU+PE 130 micron full color printing without zip lock high barrier suitable for pharma
694,Pasta,dry food,450,stand-up,BOPP+CPP,19.4,31.4,5.6,100,1 color,yes,yes,low,18,100000,125.0,103.29,0.58,3.91,3,18,21.15,450g pasta stand-up pouch BOPP+CPP 100 micron 1 color printing with zip lock low barrier suitable for dry food
695,Crackers,snack,100,3-side seal,BOPP+CPP,11.4,15.5,0,50,none,no,yes,low,6,50000,13.18,113.99,0.08,5.55,3,15,8.45,100g crackers 3-side seal pouch BOPP+CPP 50 micron none printing without zip lock low barrier suitable for snack
696,Pet Food,pet,1050,stand-up,PET+PE,22.9,33.5,7.1,125,2 color,no,no,medium,18,500,204.38,152.7,0.85,2.19,3,8,38.1,1050g pet food stand-up pouch PET+PE 125 micron 2 color printing without zip lock medium barrier suitable for pet
697,Toffee,confectionery,300,stand-up,BOPP+CPP,18.3,29.4,6.4,50,1 color,no,yes,low,12,10000,59.9,121.32,0.54,5.27,4,11,15.1,300g toffee stand-up pouch BOPP+CPP 50 micron 1 color printing without zip lock low barrier suitable for confectionery
